idavis;idsociete;titreAvis;descriptionAvis;avantageAvis;inconvenientAvis;noteMoyenneAvis
1276;236;« Une société leader dans l'EIM »;Je travaille chez OpenText à temps plein depuis plus de 3 ans;;;3.2
1277;236;« Moyen »;Je travaille chez OpenText à temps plein;;;3.2
1278;236;« Pas si mal mais pas très excitant et un peu inquiétant à long terme »;Je travaille chez OpenText à temps plein;;;3.2
1279;236;« Opentext »;Je travaille chez OpenText à temps plein depuis plus de 10 ans;;;3.2
1280;236;« OpenText »;Je travaille chez OpenText à temps plein;;;3.2
1281;236;« Activités pour enfants »;Je travaille chez OpenText à temps plein depuis plus de 10 ans;;;3.2
1282;236;« Entreprise en pleine expansion »;Je travaille chez OpenText à temps plein depuis plus de 8 ans;;;3.2
1283;236;« Bonne ambiance »;J'ai travaillé chez OpenText à temps plein;;;3.2
1284;236;"« Editeur ""à l'ancienne"" »";J'ai travaillé chez OpenText à temps plein plus d'un an;;;3.2
1285;236;« Pour l'instant, tout va bien »;J'ai travaillé chez OpenText à  plus de 3 ans;;;3.2
1286;236;« Une réponse à « A Great Place to Work » »;Je travaille chez OpenText à;;;3.2
1287;236;« Excellent lieu de travail ! »;Je travaille chez OpenText à temps plein depuis plus de 8 ans;;;3.2
1288;236;« Pas mal »;J'ai travaillé chez OpenText à  plus de 3 ans;;;3.2
1289;236;« Rémunération »;J'ai travaillé chez OpenText à;;;3.2
1290;236;« Compliqué »;Je travaille chez OpenText à;;;3.2
1291;236;« pas excitant »;J'ai travaillé chez OpenText à;;;3.2
1292;236;« C'était autrefois une bonne société, mais elle se dégrade de plus en plus »;Je travaille chez OpenText à temps plein;;;3.2
1293;238;« Ok »;J'ai travaillé chez Open Sourcing à  moins d'un an;AvantagesTravail en autonomie pour les stagiaires;InconvénientsAucun inconvénient à évoquer;3.0
1294;238;« Un faux esprit start-up »;J'ai travaillé chez Open Sourcing à  moins d'un an;"AvantagesAvantages légaux et obligatoires uniquement
Les horaires sont respectés à la minute près";"InconvénientsTravail en OpenSpace très (trop) bruyant
Une mauvaise intégrations des nouveaux éléments 
Fort Turn-Over (bcp de stagiaires)";3.0
1295;238;« Avis très favorable »;J'ai travaillé chez Open Sourcing à  moins d'un an;"AvantagesEsprit d'equipe
Accessibilité à des formations régulières
Disponibilité des collaborateurs";InconvénientsDes equipes très changeantes du fait des stages.;3.0
1296;238;« Esprit Start up »;J'ai travaillé chez Open Sourcing à;"AvantagesBonne ambiance de travail
Travail en Open space
Proximité avec ses supérieurs";"InconvénientsSentiments d'être peu considéré
UN élément de l'équipe génère des tensions au sein de l'entreprise";3.0
1297;139;« Entreprise qui offre de belles opportunités en début de carrière »;Je travaille chez Artefact à temps plein depuis plus d'un an;"Avantages- Ambitieux programme de formation, beaucoup d'autonomie favorisant la montée en compétences 
- Cadre agréable et bonne ambiance 
-  Missions responsabilisantes et variées";Inconvénients- Manque de stabilité due à la jeunesse de l'entreprise;4.0
1298;139;« Décevant »;Je travaille chez Artefact à temps plein;"AvantagesIl y a de nombreux talents chez Artefact, toujours prêts à partager leur savoir et à vous aider dans vos projets. 
Les missions peuvent être intéressantes et permettent de voir diverses activités autour de la data.";"InconvénientsL'humain n'est clairement pas une priorité et la performance devient de façon de plus en plus marquée une priorité : 

- Staffing de dernière minute ne prenant pas en compte les retours des consultants, bien que des entretiens sont organisés dans ce but.

- Un réel changement de politique qui se ressent dans l'entreprise, retranscrivant une volonté de grossir : de nombreux départs, volontaires ou non,  en...conséquence.

- Manque de transparence sur les changements internes : système de bonus (coupures des bonus sans réelle communication sur les raisons et les process), durcissement des objectifs, restrictions au niveau des congés, changements sur les consignes de recrutement, périodes d'essais automatiquement renouvelées, suppression du rôle de Happiness Manager (incluant les avantages jusque là mis à disposition par le Happiness)...Dérouler";4.0
1299;139;« Un bilan mitigé »;J'ai travaillé chez Artefact à temps plein moins d'un an;"Avantages- Forte émulation et formations permettant de monter en compétences en data (Python, Dataiku, GCP...)
- Missions exigeantes mettant à l'épreuve nos compétences en gestion de projet (prioriser, gérer plusieurs clients, respecter les délais, communiquer à ses managers).";"Inconvénients6 personnes arrivées en Janvier ont vu leur période d'essai renouvelée, puis non validée pour des motifs douteux :
- retours en contradiction avec ceux des managers mission
- reproches d’éléments ne relevant pas de leur responsabilité (déstaffings, non-reventes de missions)
- volonté assumée de leur faire comprendre qu'ils ne sont pas excellents dans tous les domaines (ils seraient dépourvus du fameux « effet...wahou »), voire qu'ils sont mauvais quasiment partout

Les véritables raisons étant que :
- Artefact avait trop embauché
- De gros clients n’avaient pas renouvelé leur contrat
- L'entreprise connaît un sous-staffing saisonnier, voire global

S'ajoute à cela le fait que l'entreprise a refusé de payer le variable semestriel de ces personnes (entre 1K et 2K), en dépit de l'atteinte des objectifs sur lequel il était indexé.Dérouler";4.0
1300;139;« Très bonne agence »;Je travaille chez Artefact à temps plein depuis plus de 8 ans;AvantagesEsprit & approche data et IA;InconvénientsRAS des petits inconvénients de gestion de ressources;4.0
1301;139;« La performance avant l’humain »;Je travaille chez Artefact à;"Avantages- Pas mal d’avantages en nature : petits déjeuners, fruits à disposition, salle de sieste, after work, salle de sport ... 
- Notion de « promotion » pour les personnes arrivées en même temps : permet de créer des liens avec les autres nouveaux employés et de mieux s’intégrer 
- challengeant (un peu trop ?)";"Inconvénients- Même en tant que junior sans expérience en data, on est lâchés sur des missions pour lesquelles nous ne sommes pas formés. Il faut apprendre sur le tas, à base de tutoriels vidéos en ligne, tout en délivrant rapidement et sous forte pression. Ce n’est pas ce que j’appelle du management 
- La durée de vie dans l’entreprise dépend davantage de la santé du business que de vos performances. S’il n’y a pas assez de...travail pour tout le monde, on fait sauter en premier lieu les personnes en période d’essai, même si elles sont bonnes. Dans ce cas là, pourquoi recruter autant ? ... 
- Forte charge de travail, soyez prêts à annuler certains de vos dîners / activités prévues le soir 
- Mauvaise gestion du temps de la part des managers, souvent débordés et pas forcément disponibles pour aider les juniors à avancer 
- L’ambiance se veut jeune et dynamique, mais au quotidien c’est plutôt le silence qui règne dans les open Space, où on ne daigne d’ailleurs pas toujours vous répondre lorsque vous dites bonjour le matin ... 
Bref je ne recommande pasDérouler";4.0
1302;139;« Expérience data engineer junior »;Je travaille chez Artefact à temps plein depuis moins d'un an;AvantagesUn salaire convenable et une très bonne ambiance au travail,.;InconvénientsLe staffing pouce des juniors à prendre des missions de senior. Et la période d'essaie est automatiquement renouvelé.;4.0
1303;139;« Super boite! Jeune et innovante »;Je travaille chez Artefact à temps plein depuis moins d'un an;AvantagesAmbiance et sujets super interessants;InconvénientsComme toute start-up, manque de structure;4.0
1304;139;« Un lieu de travail très agréable »;Je travaille chez Artefact à temps plein depuis plus d'un an;AvantagesArtefact est un lieu unique avec des personnes talentueuses et aimables, avec de fortes ambitions  et toujours avides d'apprendre. C'est l'endroit idéal si vous voulez évoluer en termes de responsabilités et d'expérience dans le domaine technique ou du conseil.;InconvénientsParfois, vous obtiendrez beaucoup de responsabilités très rapidement et cela peut être stressant, vous ferez également beaucoup d'heures qui seront récompensées en termes de salaire/bonus.;4.0
1305;139;« avis »;J'ai travaillé chez Artefact à temps plein;Avantagesbonne ambiance, bonnes équipes, niveau élevé;Inconvénientssuivi managérial encore à perfectionner;4.0
1306;139;« Top entreprise »;Je travaille chez Artefact à temps plein;"AvantagesProcess de recrutement efficace et humain
Formations métiers en continu
Environnement stimulant et challengeant";InconvénientsManque de managment auprès des équipes;4.0
1307;139;« Excellent »;J'ai travaillé chez Artefact à temps plein;AvantagesCadre, Ambiance,  salaire, Evolution;InconvénientsRien à dire. Pas d'inconvénients ...;4.0
1308;139;« Excellente entreprise. »;Je travaille chez Artefact à temps plein depuis plus d'un an;"Avantagescarte restaurants
Chèques cadeaux
salle de sport
formations
Remboursement des frais de transport
Comité d'entreprise
Télétravail
Flexibilité et aménagement des horaires";InconvénientsPas assez de suivi managériale;4.0
1309;139;« Entreprise dynamique et formatrice »;Je travaille chez Artefact à temps plein depuis plus d'un an;AvantagesMissions diverses, partage de la connaissance et formations. Beaucoup d'événements de cohésion.;InconvénientsIntérêt des missions aléatoires, pas mal de politique.;4.0
1310;139;« Excitant »;Je travaille chez Artefact à temps plein;AvantagesTravailler au sein d'un Groupe en pleine structuration est motivant et ultra stimulant. La Hapiness Manager fait tout pour que les salariés se sentent bien au travail et c'est un succès.;InconvénientsLe niveau d'exigence professionnelle est élevé;4.0
1311;139;« Enthousiaste ! »;Je travaille chez Artefact à temps plein depuis moins d'un an;AvantagesSuper état d'esprit, dynamisme, enrichissement, flexibilité, rapidité, exigence positive;InconvénientsDepuis que j'ai commencé, pas grand chose à signaler;4.0
1312;139;« Bien pour apprendre »;Je travaille chez Artefact à temps plein depuis plus d'un an;"Avantages- Salaires
- Formation
- Happiness
- Diversité des missions";"Inconvénients- Charge de travail
- Interêt des missions aléatoire";4.0
1313;139;« Une agence avec de très bons profils »;Je travaille chez Artefact à temps plein;AvantagesBonne ambiance, situation idéale dans Paris, nombre de RTT, locaux très sympas;InconvénientsLe sous-staffing est assez fréquent;4.0
1314;139;« Enrichissant et exigeant »;J'ai travaillé chez Artefact à temps plein;AvantagesApprentissage rapide, possibilité de gagner en responsabilité pour les meilleurs potentiels;InconvénientsCharge de travail importante, management peu expérimenté;4.0
1315;139;« Beaucoup de projets »;J'ai travaillé chez Artefact à temps plein moins d'un an;AvantagesProjets et missions variés, bonne ambiance;InconvénientsPas trop de ML, mauvais management, sur-staffing;4.0
1316;139;« Super équipe, ambiance comme on l'aime et missions passionnantes »;Je travaille chez Artefact à temps plein depuis moins d'un an;"Avantages- Des collègues à l'écoute & sympas - un vrai sentiment d'équipe
- Des équipes pros - forts dans leurs domaines d'activité
- Un réseau international: besoin d'aide sur le social listening en Asie? Le bureau de Shanghai est là pour vous. Un client au Danemark? Le bureau de Copenhague est à votre disposition.
- Missions au coeur de l'actualité digitale: machine learning, intelligence artificielle, big data,...MarTech...
- Formations en continue: tout le monde doit progresser - et l'infrastructure y est présenteDérouler";Inconvénients- Croissance +++ : on est en forte demande dès les premières semaines - l'organisation de son temps est crucial pour la réussite! (mais l'entreprise y est consciente - formation productivité dès l'arrivée...);4.0
